uri,casNumber,references,type,notation,prefLabel,altLabel,definition,collection,inScheme,theme,seeAlso,topConceptOf
co:LUC_VI_001,120-12-7|129-00-0|191-24-2|193-39-5|205-99-2|206-44-0|207-08-9|208-96-8|218-01-9|2299-68-5|27274-05-1|34493-60-2|34505-58-3|348085-46-1|42299-33-2|50-32-8|53-70-3|56-55-3|56-56-4|65777-08-4|6699-27-0|68412-25-9|72931-45-4|76165-23-6|76774-50-0|819804-28-9|83-32-9|84987-80-4|85-01-8|86-73-7|91-20-3,csc:BBEAQIROQSPTKN-UHFFFAOYSA-N|csc:CWRYPZZKDGJXCA-UHFFFAOYSA-N|csc:DXBHBZVCASKNBY-UHFFFAOYSA-N|csc:FMMWHPNWAFZXNH-UHFFFAOYSA-N|csc:FTOVXSOBNPWTSH-UHFFFAOYSA-N|csc:GVEPBJHOBDJJJI-UHFFFAOYSA-N|csc:GYFAGKUZYNFMBN-UHFFFAOYSA-N|csc:HAXBIWFMXWRORI-UHFFFAOYSA-N|csc:HXGDTGSAIMULJN-UHFFFAOYSA-N|csc:LHRCREOYAASXPZ-UHFFFAOYSA-N|csc:MWPLVEDNUUSJAV-UHFFFAOYSA-N|csc:NIHNNTQXNPWCJQ-UHFFFAOYSA-N|csc:SXQBHARYMNFBPS-UHFFFAOYSA-N|csc:UFWIBTONFRDIAS-UHFFFAOYSA-N|csc:WDECIBYCCFPHNR-UHFFFAOYSA-N|csc:YNPNZTXNASCQKK-UHFFFAOYSA-N,skos:Concept,LUC/VI/001,Bepaling van het gehalte aan PAK’s,NA,Deze procedure geldt voor de bepaling van het gehalte aan PAK's in emissies volgens de normen ISO 11338-1 (bemonstering) en ISO 11338-2 (analyse).Naast ISO 11338-2 kan eveneens CARB methode 429 voor de analyse toegepast worden.,coo:lucht,vlcs:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_VI_001.pdf,vlcs:observatieprocedure
co:LUC_VI_002,1336-36-3|1746-01-6|19408-74-3|31508-00-6|32598-13-3|32598-14-4|3268-87-9|32774-16-6|35065-27-1|35065-28-2|35065-29-3|35693-99-3|35822-46-9|37680-73-2|38380-08-4|38998-75-3|39001-02-0|39227-28-6|39635-31-9|40321-76-4|51207-31-9|52663-72-6|55673-89-7|56795-67-6|57117-31-4|57117-41-6|57117-44-9|57465-28-8|57653-85-7|60851-34-5|65510-44-3|67562-39-4|67652-39-5|69782-90-7|7012-37-5|70362-50-4|70648-26-9|72918-21-9|74472-37-0|80333-65-9,csc:AZXHAWRMEPZSSV-UHFFFAOYSA-N|csc:BHWVLZJTVIYLIV-UHFFFAOYSA-N|csc:BZTYNSQSZHARAZ-UHFFFAOYSA-N|csc:FOIBFBMSLDGNHL-UHFFFAOYSA-N|csc:FSPZPQQWDODWAU-UHFFFAOYSA-N|csc:HCWZEPKLWVAEOV-UHFFFAOYSA-N|csc:HGUFODBRKLSHSI-UHFFFAOYSA-N|csc:IUTPYMGCWINGEY-UHFFFAOYSA-N|csc:JEYJJJXOFWNEHN-UHFFFAOYSA-N|csc:KSMVNVHUTQZITP-UHFFFAOYSA-N|csc:LAHWLEDBADHJGA-UHFFFAOYSA-N|csc:LCXMEXLGMKFLQO-UHFFFAOYSA-N|csc:LGIRBUBHIWTVCK-UHFFFAOYSA-N|csc:LVYBAQIVPKCOEE-UHFFFAOYSA-N|csc:MVWHGTYKUMDIHL-UHFFFAOYSA-N|csc:OGBQILNBLMPPDP-UHFFFAOYSA-N|csc:PYUSJFJVDVSXIU-UHFFFAOYSA-N|csc:REHONNLQRWTIFF-UHFFFAOYSA-N|csc:RHIROFAGUQOFLU-UHFFFAOYSA-N|csc:RPUMZMSNLZHIGZ-UHFFFAOYSA-N|csc:SBMIVUVRFPGOEB-UHFFFAOYSA-N|csc:SXZSFWHOSHAKMN-UHFFFAOYSA-N|csc:UQMGJOKDKOLIDP-UHFFFAOYSA-N|csc:VEZCTZWLJYWARH-UHFFFAOYSA-N|csc:WBHQEUPUMONIKF-UHFFFAOYSA-N|csc:WCLNVRQZUKYVAI-UHFFFAOYSA-N|csc:WCYYQNSQJHPVMG-UHFFFAOYSA-N|csc:WDMKCPIVJOGHBF-UHFFFAOYSA-N|csc:WIDHRBRBACOVOY-UHFFFAOYSA-N|csc:XTAHLACQOVXINQ-UHFFFAOYSA-N|csc:XUAWBXBYHDRROL-UHFFFAOYSA-N|csc:YAHNWSSFXMVPOU-UHFFFAOYSA-N|csc:YCLUIPQDHHPDJJ-UHFFFAOYSA-N|csc:YTWXDQVNPCIEOX-UHFFFAOYSA-N|csc:ZHLICBPIXDOFFG-UHFFFAOYSA-N,skos:Concept,LUC/VI/002,"Bepaling van het gehalte aan PCDD’s, PCDF’s en dioxineachtige en merker PCB’s",NA,"Deze procedure geldt voor de bepaling van de massaconcentratie aan PCDD's/PCDF's en dioxineachtige PCB’s in emissies volgens de normen NBN EN 1948 deel 1 t.e.m. 4. De norm NBN EN 1948-4 kan eveneens gebruikt worden voor het meten van andere PCB-congeneren dan de 12 non- en mono-ortho-PCB’s zoals de merker PCB’s  28, 52, 101, 138, 153, 180. Bijkomende PCB’s kunnen opgenomen worden op voorwaarde dat een methodevalidatie uitgevoerd wordt. ",coo:lucht,vlcs:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_VI_002.pdf,vlcs:observatieprocedure
co:LUC_VII_001,14158-23-7|14798-03-9|6684-80-6,csc:QGZKDVFQNNGYKY-UHFFFAOYSA-O,skos:Concept,LUC/VII/001,NH3 rendementsbepaling van luchtwassers bij stalsystemen,NA,Voor de rendementsbepaling op de luchtbehandelingssystemen van varkens- of pluimveestallen wordt een natchemische bepaling van het ammoniakgehalte in zowel de ventilatielucht voor de wasser als in de ventilatielucht na de wasser uitgevoerd.,coo:lucht,vlcs:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_VII_001.pdf,vlcs:observatieprocedure
co:LUC_VII_002,10025-85-1,csc:QEHKBHWEUPXBCW-UHFFFAOYSA-N,skos:Concept,LUC/VII/002,Bepaling van trichlooramine in zwembadlucht,NA,"Deze procedure beschrijft de methode voor bemonstering en analyse van trichlooramine in zwembadlucht.De monsternemingstrein bestaat achtereenvolgens uit een patroon gevuld met silicagel, geïmpregneerd met sulfaminezuur, twee filters die geïmpregneerd zijn met natriumcarbonaat en arseentrioxide en een pomp. Het met sulfaminezuur geïmpregneerde silicagelpatroon houdt ongewenste chloorverbindingen (chloor, waterstofhypochloriet, mono- en dichlooramine) tegen met een efficiëntie van 95%. Het vluchtige  trichlooramine of NCl3 wordt met een efficiëntie van bijna 100% op de geïmpregneerde filters bemonsterd.   ",coo:lucht,vlcs:observatieprocedure,gemet:270,https://reflabos.vito.be/2023/LUC_VII_002.pdf,vlcs:observatieprocedure
co:WAC_I_1_012,NA,NA,skos:Concept,WAC/I/1/012,Bepaling van het debiet in controle-inrichtingen voor afvalwater,NA,"Deze procedure beschrijft de bepaling van het debiet in een open of gesloten controle-inrichting voor het lozen van afvalwater. Deze methode is toepasbaar op de debietmeting in, enerzijds gesloten controle-inrichting waar een elektromagnetische of inductieve debietmeter is geïnstalleerd door het bedrijf, en anderzijds op open controle-inrichtingen waarbij het debiet via een hoogtemeting in een meetgoot (venturi) of meetschot wordt bepaald. In deze methode worden zowel meetgoten met vlakke en parabolische bodem behandeld, alsook Parshall-goot, Khafagi-goten en meetschotten met driehoekige opening (Vschot).",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_1_012.pdf,vlcs:observatieprocedure
co:WAC_I_A_001,NA,NA,skos:Concept,WAC/I/A/001,Ogenblikkelijke monstername (aan kraan) vanwater voor menselijke consumptie,NA,"Deze procedure beschrijft de ogenblikkelijke monstername aan een kraan van water bestemd voor menselijke consumptie, inclusief de specificaties betreffende conservering, transport en metingen ter plaatse.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_001.pdf,vlcs:observatieprocedure
co:WAC_I_A_003,NA,NA,skos:Concept,WAC/I/A/003,Ogenblikkelijke monstername (schepmonster) van water. ,NA,"Deze procedure beschrijft de ogenblikkelijke monsterneming via een schepmonster van zwembaden, oppervlaktewater, afvalwater en koel- of proceswater in klimaatregelingsystemen of koeltoren, met bijhorende specificaties betreffende conservering en transport. Het betreft de monsterneming m.b.t. (fysico-)chemische, ecotoxicologische en microbiologische analyses in het laboratorium en m.b.t. metingen ter plaatse van pH, geleidbaarheid, temperatuur, vrije en gebonden chloor en/of opgeloste zuurstof",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_003.pdf,vlcs:observatieprocedure
co:WAC_I_A_004,NA,NA,skos:Concept,WAC/I/A/004,Procedure voor het nemen van een verzamelmonster,NA,"Deze procedure beschrijft het nemen van een tijds-, debiets- of gebeurtenisgebonden verzamelmonster van afvalwater (afkomstig van bedrijven en rioolwaterzuiveringsinstallaties), inclusief het verdelen, de conservering, het transport en de metingen ter plaatse.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_004.pdf,vlcs:observatieprocedure
co:WAC_I_A_005,NA,NA,skos:Concept,WAC/I/A/005,"Monstername van water via een peilput, inclusief conservering en transport",NA,"Deze procedure beschrijft de monstername van water met behulp van een peilput of peilbuis conform Vlarem, inclusief de conservering en transport van de watermonsters. Deze monsternames kunnen plaatsvinden op verschillende plaatsen in functie van de beoogde rubriek, bijvoorbeeld grondwaterwinningen, stortplaatsen, ontginningen, lekdetectie bij mestopslagplaatsen of opslagtanks,…",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_005.pdf,vlcs:observatieprocedure
co:WAC_I_A_006,NA,NA,skos:Concept,WAC/I/A/006,Monsterneming van macro-invertebraten en verwerking van de monsters,NA,"De beschreven monsternemingmethoden zijn geschikt voor het collecteren van macroinvertebraten in zowel stromende als stilstaande zoete of brakke oppervlaktewaters (grachten,waterlopen, kanalen). ",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_006.pdf,vlcs:observatieprocedure
co:WAC_I_A_010,NA,NA,skos:Concept,WAC/I/A/010,Conservering en behandeling van watermonsters,NA,"Deze procedure beschrijft de voorbehandeling van de monsters voor de bepaling van het gehalte aan anorganische, organische, bacteriologische en ecotoxicologische parameters in water. Het doel van de in deze methode beschreven voorbehandeling is de bereiding van een analysemonster dat een gehalte aan verontreinigingen bevat dat gelijk is aan het gemiddelde verontreinigingsgehalte van het gehele oorspronkelijke monster.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_010.pdf,vlcs:observatieprocedure
co:WAC_I_A_011,NA,NA,skos:Concept,WAC/I/A/011,"Meting ter plaatse van temperatuur, pH, elektrische geleidbaarheid, opgeloste zuurstof, vrije chloor en gebonden chloor",NA,"Deze procedure beschrijft de metingen die ter plaatse bij de monsterneming dienen uitgevoerd te worden. Het betreft meting ter plaatse van temperatuur, pH, elektrische geleidbaarheid, opgeloste zuurstof vrije chloor en gebonden chloor.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_I_A_011.pdf,vlcs:observatieprocedure
co:WAC_II_A_001,NA,NA,skos:Concept,WAC/II/A/001,CIE 1976 totaal kleurverschil,NA,"Deze procedure beschrijft de bepaling van het CIE 1976 totaal kleurverschil (∆E* ab) in water (bijvoorbeeld grond-, oppervlakte- en afvalwater). Onder de term “kleur” van water wordt verstaan de optische eigenschap die een verandering veroorzaakt van de spectrale samenstelling van het doorgelaten zichtbare licht. Verder wordt er een onderscheid gemaakt tussen de schijnbare kleur van water en de echte kleur van water. De schijnbare kleur van water is de kleur te wijten aan opgeloste stoffen en onopgeloste zwevende stoffen, bepaald in het oorspronkelijke water zonder filtratie of centrifugatie. De echte kleur van water is de kleur die enkel te wijten is aan opgeloste stoffen, bepaald na filtratie van het oorspronkelijke water met een 0.45 µm membraan filter. Doorgaans wordt onder kleur in het kader van analytische bepaling de echte kleur verstaan (d.w.z. na filtratie) gezien de schijnbare kleur zowel turbiditeit als kleur omvat.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_II_A_001.pdf,vlcs:observatieprocedure
co:WAC_II_A_002,NA,NA,skos:Concept,WAC/II/A/002,Onderzoek en bepaling van kleur,NA,"Deze procedure beschrijft 3 verschillende methoden voor de bepaling van de kleur. De procedure zoals beschreven in ISO 7887:2011 is van toepassing mits volgende aanvullingen: • Enkel volgende beschreven methoden zijn weerhouden: • Methode A (Visueel onderzoek) beschrijft een methode om de zichtbare kleur te onderzoeken door visuele waarneming van een watermonster in een fles. Dit geeft alleen voorlopige informatie, bv. voor gebruik te velde. Alleen de zichtbare kleur kan worden gerapporteerd. • Methode C (Bepaling van de kleur met optische instrumenten voor de bepaling van de absorbantie bij een golflengte van 410 nm) beschrijft een methode voor de bepaling van de kleur van een watermonster met behulp van optische instrumenten voor vergelijking met een hexachloroplatinaat concentratie bij een golflengte λ = 410 nm. • Methode D (Visuele methode voor de bepaling van de kleur in helder water) - beschrijft een methode voor de bepaling van de kleur door visuele vergelijking met hexachloroplatinaat standaard oplossingen. De methode kan worden toegepast op drinkwater en niet verontreinigd water. • Methode C of methode D wordt toegepast indien de intensiteit van de kleur dient uitgedrukt te worden in mg/l Pt. • §6.3 Andere reagentia en concentraties mogen gebruikt worden indien geschikt voor de methode.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_II_A_002.pdf,vlcs:observatieprocedure
co:WAC_II_A_003,NA,NA,skos:Concept,WAC/II/A/003,Kwalitatieve vaststelling en kwantitatieve bepaling van geur en smaak,NA,De kwalitatieve bepaling van geur en smaak is beschreven in Annex C van de norm NBN EN1622:2006.,coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_II_A_003.pdf,vlcs:observatieprocedure
co:WAC_III_A_001,NA,NA,skos:Concept,WAC/III/A/001,Bepaling van de droogrest,NA,"Deze procedure beschrijft de bepaling van de droogrest in water (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater). De totale hoeveelheid aan opgeloste en onopgeloste bestanddelen (TS-total solids), voor zover deze niet vluchtig zijn bij de aangewende werkomstandigheden, omvat de droogrest bepaling uitgevoerd op ongefiltreerd water. De totale hoeveelheid opgeloste bestanddelen (TDS-total dissolved solids), voor zover deze niet vluchtig zijn bij de aangewende werkomstandigheden, omvat de droogrest bepaling uitgevoerd op gefiltreerd water en eluaten.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_001.pdf,vlcs:observatieprocedure
co:WAC_III_A_003,NA,NA,skos:Concept,WAC/III/A/003,Bepaling van de temperatuur,NA,"Deze procedure beschrijft de meting van de temperatuur van watermonsters (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater). Temperatuursmetingen worden uitgevoerd omdat bepaalde chemische begrippen (onder andere zuurtegraad, oplosbaarheid, geleidbaarheid, reactiesnelheid,…) temperatuursafhankelijk zijn.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_003.pdf,vlcs:observatieprocedure
co:WAC_III_A_004,NA,NA,skos:Concept,WAC/III/A/004,Bepaling van de elektrische geleidbaarheid,NA,"Deze procedure beschrijft de bepaling van de elektrische geleidbaarheid in water (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater,…). De beschreven methode is bruikbaar voor alle types water in een gebied van 1 tot 20 000 mS/m.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_004.pdf,vlcs:observatieprocedure
co:WAC_III_A_005,NA,NA,skos:Concept,WAC/III/A/005,Bepaling van de pH,NA,"Deze procedure beschrijft een methode voor de bepaling van de pH waarde in regen-, drink en mineraal water, zwembadwater, oppervlakte- en grondwater, huishoudelijk en industrieel afvalwater, en vloeibare slib in een gebied tussen pH 2 en pH 12 met een ionensterkte beneden I = 0,3 mol/kg solvent (λ25°C < 2000 mS/cm) en in een temperatuursgebied tussen 0°C en 50°C.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_005.pdf,vlcs:observatieprocedure
co:WAC_III_A_006,NA,NA,skos:Concept,WAC/III/A/006,Bepaling van de alkaliniteit en buffercapaciteit,NA,"De basiciteit, alkaliniteit of de zuurcapaciteit is een maat voor de capaciteit van het water om hydroniumionen (H3O+ ) te neutraliseren. De aciditeit, zuurtegraad of de basecapaciteit is een maat voor de capaciteit van het water om hydroxide-ionen (OH- ) te neutraliseren.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_006.pdf,vlcs:observatieprocedure
co:WAC_III_A_008,NA,NA,skos:Concept,WAC/III/A/008,Bepaling van opgeloste zuurstof,NA,"De beschreven methode laat om de opgeloste zuurstof te bepalen in water door middel van een elektrochemische cel die afgesloten is met gaspermeabel membraan. De methode kan toegepast worden op alle soorten water. Bij gebruik voor zout water, zoals zeewater, moet er een correctie voor het zoutgehalte toe gepast worden.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_008.pdf,vlcs:observatieprocedure
co:WAC_III_A_009,22537-22-0|7439-95-4|7440-70-2|7789-78-8|8047-59-4,csc:JLVVSXFLKOJNIY-UHFFFAOYSA-N|csc:OYPRJOBELJOOCE-UHFFFAOYSA-N,skos:Concept,WAC/III/A/009,Bepaling van de totale hardheid,NA,De bepaling van de totale hardheid in water kan bepaald worden volgens 2 methoden: - de berekeningsmethode (Standard Methods) - titrimetrische methode (ISO 6059),coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_009.pdf,vlcs:observatieprocedure
co:WAC_III_A_010,NA,NA,skos:Concept,WAC/III/A/010,Bepaling van de troebelingsgraad,NA,"Deze procedure beschrijft een kwantitatieve methode voor de bepaling van de troebelingsgraad met een nefelometer. De troebelingsgraad wordt uitgedrukt in nephelometrische troebelingseenheden (NTE). De gehalten variëren typisch tussen <0.05 NTE en 400 NTE. Afhankelijk van de configuratie van het meetinstrument, is het ook toepasbaar voor waters met een hogere troebelingsgraden.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_010.pdf,vlcs:observatieprocedure
co:WAC_III_A_011,NA,NA,skos:Concept,WAC/III/A/011,Berekening van de saturatie,NA,"Deze berekening kan worden uitgevoerd indien de resultaten van alle vereiste parameters gekend zijn. Het toepassingsgebied is derhalve beperkt tot het toepassingsgebied van de onderliggende parameters, zoals afgebakend in de resp. analyseprocedures. Alle berekende parameters werden bekomen onder evenwichtsomstandigheden.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_A_011.pdf,vlcs:observatieprocedure
co:WAC_III_B,13494-80-9|7429-90-5|7439-89-6|7439-92-1|7439-95-4|7439-96-5|7439-97-6|7439-98-7|7440-02-0|7440-09-7|7440-22-4|7440-23-5|7440-31-5|7440-32-6|7440-36-0|7440-38-2|7440-39-3|7440-42-8|7440-43-9|7440-45-1|7440-47-3|7440-48-4|7440-50-8|7440-66-6|7440-70-2|7723-14-0|7782-49-2,csc:ATJFFYVFTNAWJD-UHFFFAOYSA-N|csc:BQCADISMDOOEFD-UHFFFAOYSA-N|csc:BUGBHKTXTAQXES-UHFFFAOYSA-N|csc:DSAJWYNOEDNPEQ-UHFFFAOYSA-N|csc:FKNQFGJONOIPTF-UHFFFAOYSA-N|csc:GUTLYIVDDKVIGB-UHFFFAOYSA-N|csc:GWXLDORMOJMVQZ-UHFFFAOYSA-N|csc:HCHKCACWOHOZIP-UHFFFAOYSA-N|csc:JLVVSXFLKOJNIY-UHFFFAOYSA-N|csc:NPYPAHLBTDXSSS-UHFFFAOYSA-N|csc:OAICVXFJPJFONN-UHFFFAOYSA-N|csc:OYPRJOBELJOOCE-UHFFFAOYSA-N|csc:PORWMNRCUJJQNO-UHFFFAOYSA-N|csc:PWHULOQIROXLJO-UHFFFAOYSA-N|csc:PXHVJJICTQNCMI-UHFFFAOYSA-N|csc:QSHDDOUJBYECFT-UHFFFAOYSA-N|csc:RQNWIZPPADIBDY-UHFFFAOYSA-N|csc:RTAQQCXQSZGOHL-UHFFFAOYSA-N|csc:RYGMFSIKBFXOCR-UHFFFAOYSA-N|csc:VYZAMTAEIAYCRO-UHFFFAOYSA-N|csc:WABPQHHGFIMREM-UHFFFAOYSA-N|csc:WLZRMCYVCSSEQC-UHFFFAOYSA-N|csc:WUOBERCRSABHOT-UHFFFAOYSA-N|csc:XAGFODPZIPBFFR-UHFFFAOYSA-N|csc:XEEYBQQBJWHFJM-UHFFFAOYSA-N|csc:ZOKXTWBITQBERF-UHFFFAOYSA-N|csc:ZOXJGFHDIHLPTG-UHFFFAOYSA-N,skos:Concept,WAC/III/B,Methoden voor de bepaling van elementen,NA,NA,coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B.pdf,vlcs:observatieprocedure
co:WAC_III_B_001,NA,NA,skos:Concept,WAC/III/B/001,Ontsluiting voor de bepaling van geselecteerde elementen in water - salpeterzuurontsluiting,NA,"Deze procedure beschrijft een methode voor de extractie van spoorelementen uit een waterstaal (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater) gebruik makend van salpeterzuur als ontsluitingsmedium.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_001.pdf,vlcs:observatieprocedure
co:WAC_III_B_002,101239-53-6|110123-49-4|116788-85-3|12000-59-8|12036-20-3|12701-76-7|12767-65-6|12789-63-8|1309-63-3|1317-70-0|1317-80-2|1344-29-2|13463-67-7|185323-71-1|185828-91-5|188357-76-8|188357-79-1|195740-11-5|196959-41-8|221548-98-7|224963-00-2|246178-32-5|252962-41-7|37230-92-5|37230-94-7|37230-95-8|37230-96-9|39320-58-6|39360-64-0|39379-02-7|55068-84-3|55068-85-4|62338-64-1|7440-45-1|98084-96-9,csc:GWEVSGVZZGPLCZ-UHFFFAOYSA-N|csc:GWXLDORMOJMVQZ-UHFFFAOYSA-N,skos:Concept,WAC/III/B/002,Ontsluiting voor de bepaling van geselecteerde elementen in water - aqua regia ontsluiting,NA,"Deze procedure beschrijft een methode voor de extractie van spoorelementen uit een waterstaal (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater) gebruik makend van aqua regia als ontsluitingsmedium.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_002.pdf,vlcs:observatieprocedure
co:WAC_III_B_010,11125-23-8|11133-88-3|12640-29-8|12640-30-1|12641-96-2|12733-65-2|141631-74-5|141631-75-6|141631-77-8|182260-46-4|37256-19-2|37258-85-8|37276-15-6|37368-02-8|50954-17-1|51882-60-1|7440-67-7|7782-49-2|7783-07-5|95788-45-7,csc:BUGBHKTXTAQXES-UHFFFAOYSA-N|csc:QCWXUUIWCKQGHC-UHFFFAOYSA-N,skos:Concept,WAC/III/B/010,Bepaling van de geselecteerde elementen met inductief gekoppeld plasma - atomaire emissiespectrometrie,NA,"De beschreven methode laat toe de elementen aluminium, antimoon, arseen, barium, beryllium, bismuth, boor, calcium, cadmium, cerium, chroom, fosfor, gallium, ijzer, indium, kalium, kobalt, koper, lithium, lood, magnesium, mangaan, molybdeen, natrium, nikkel, seleen, silicium, strontium, titaan, vanadium, tin, wolfraam, zilver, zink, zirkonium en zwavel te bepalen met de inductief gekoppeld plasma atomaire-emissiespectrometrie analysetechniek. De beschreven analysemethode kan gebruikt worden voor het bepalen van bovenvermelde elementen in water (bijvoorbeeld grond-, drink-, oppervlakte- en afvalwater), uitlogingen, alsook in de ontsluitingsvloeistoffen van de vernoemde watermatrices.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_010.pdf,vlcs:observatieprocedure
co:WAC_III_B_011,NA,NA,skos:Concept,WAC/III/B/011,Bepaling van elementen met inductief gekoppeld plasma -  massaspectrometrie (ICP-MS),NA,"Deze procedure beschrijft een methode voor de bepaling van aluminium, antimoon, arseen, barium, beryllium, bismuth, boor, cadmium, cesium, calcium, cerium, chroom, dysprosium, erbium, europium, fosfor, gadolinium, gallium, germanium, goud, hafnium, holmium, ijzer, indium, iridium, kalium, kobalt, koper, kwik, lanthanum, lithium, lood, lutetium, magnesium, mangaan, molybdeen, neodymium, natrium, nikkel, palladium, platinum, praseodynium, rubidium, rhenium, rhodium, ruthenium, samarium, scandium, seleen, strontium, terbium, tellurium, thorium, thallium, thulium, tin, titanium, uranium en zijn isotopen, vanadium, wolfraam, yttrium, ytterbium, zilver, zink en zirconium in water (bijvoorbeeld drinkwater, oppervlaktewater, grondwater en afvalwater).",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_011.pdf,vlcs:observatieprocedure
co:WAC_III_B_012,11125-23-8|11133-88-3|12640-29-8|12640-30-1|12641-96-2|12733-65-2|37256-19-2|37258-85-8|37276-15-6|37368-02-8|50954-17-1|51882-60-1|7782-49-2|7783-07-5|95788-45-7,csc:BUGBHKTXTAQXES-UHFFFAOYSA-N,skos:Concept,WAC/III/B/012,"Bepaling van antimoon, arseen en seleen met hydride - atomaire absorptiespectrometrie",NA,"De methode beschrijft een procedure voor de bepaling van arseen, antimoon en seleen inclusief de organisch gebonden vormen. De methode is toepasbaar op drinkwater, grondwater, oppervlaktewater en afvalwater in een concentratiegebied van 1 tot 10 µg/l. Hogere concentraties kunnen gemeten worden door een gepaste verdunning van het watermonster.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_012.pdf,vlcs:observatieprocedure
co:WAC_III_B_014,NA,NA,skos:Concept,WAC/III/B/014,Bepaling van kwik,NA,"Deze procedure beschrijft de bepaling van kwik in drink-, oppervlakte-, grond-, regen- en afvalwater.",coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_B_014.pdf,vlcs:observatieprocedure
co:WAC_III_C,11104-9-9|14265-44-2|14797-55-8|14797-65-0|14808-79-8|14866-68-3|14998-27-7|15541-45-4|16887-00-6|16984-48-8|18496-25-8|57-12-5|7782-50-5,csc:IOVCWXUNBOPUCH-UHFFFAOYSA-M|csc:KRHYYFGTRYWZRS-UHFFFAOYSA-M|csc:KZBUYRJDOAKODT-UHFFFAOYSA-N|csc:NBIIXXVUZAFLBC-UHFFFAOYSA-K|csc:NHNBFGGVMKEFGY-UHFFFAOYSA-N|csc:QAOWNCQODCNURD-UHFFFAOYSA-L|csc:QBWCMBCROVPCKQ-UHFFFAOYSA-M|csc:SXDBWCPKPHAZSM-UHFFFAOYSA-M|csc:UCKMPCXJQFINFW-UHFFFAOYSA-N|csc:VEXZGXHMUGYJMC-UHFFFAOYSA-M|csc:XFXPMWWXUTWYJX-UHFFFAOYSA-N|csc:XTEGARKTQYYJKE-UHFFFAOYSA-M,skos:Concept,WAC/III/C,Methoden voor de bepaling van anionen,NA,NA,coo:water,vlcs:observatieprocedure,gemet:15179,https://reflabos.vito.be/2023/WAC_III_C.pdf,vlcs:observatieprocedure
